text,label
Get off your arse and do it yourself.Hand out a few leaflets in some Irish town and show pictures i done it years ago in Dublin why cant you do it now ?,noHate
"I 'm 5 ' 7 "" , pudgy with a gut and soft muscles , and I 've wrestled and over-powered bigger , ripped black guys and submitted them .",noHate
"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",hate
"I am not critisizing , you are right , we should all just grow up .",noHate
Now I watch no TV at all .,noHate
I wonder what the percentage of the San Francisco people who are HIV positive are straight .,noHate
"The jews represent everything vile , deviant and unnatural , everything and anything that is an abomination to our Lord Jesus Christ , I hope he is burning with his father in hell .",hate
We should have a new version of the old Plantation system where every white person on earth makes millions of dollars off of the enslaved labor of all the non-Whites in the world .,hate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,hate
I just realised how much anti Russian propaganda is on the internet in the last week or two .,noHate
"As soon as i found out she was with child by a mulatto and she 's a wet back too , I suddenly found her to be repulsive and shall never watch anything she is in again .",hate
"That negro 's place is in Africa , and the teacher did n't send him there .",hate
Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,hate
"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",hate
"www.christendom.edu Claremont-McKenna College , Claremont , Calif.",noHate
A guy could shoot anything in that $ 140 Leinad 410 double barrel .,noHate
Good to know someone is paying attention m,noHate
I just took that test .,noHate
Their shin bones are like glass .,noHate
That 's it I slag off anyone who did n't vote BNP or NF .,hate
YouTube - Hail Combat 18 YouTube - Shebeen - Fields Of Athenry ( Garvaghy Road ) !,noHate
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,hate
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,hate
You may want to consider the Harrison Arkansas area as well .,noHate
"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant 's dirty birds posed a health risk to the community .",hate
"I also , unfortuantely , spent 7-8th grade in a 95 % monkey house .",hate
Who the hell cares if its not kosher ...,hate
But Ulster Scot as far back as I know .,noHate
"man i was in jail in waukesha a few years back and i heard that there arent any skins out there any more , hows the scene out there ? has it picked up in the last few years or was the guy i talked to full of it ?",noHate
In fact here at home their involvement in Nigeria is criminalized .,noHate
Yeah that would be great if you could make it out .,noHate
When I was very young we read and looked at the same books as the adults .,noHate
"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",hate
I'm sad to find this out right now but I 'm also sorry to inform you that Kevin was killed several years ago .,noHate
Once when I was a kid and a couple itmes in fights,noHate
Teacher caught selling drugs at school .,noHate
"Very good school with alot of whites , very few hispanics and very few blacks but many asians .",noHate
They would be better off just sitting out in the sun eating a dirt sundae .,hate
"Seriously, this guy is VERY primitive even for a Black .",hate
At least shop where a white is at the counter is my rule .,hate
There are few if any Blacks .,noHate
Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,noHate
pm me or email me at boycottkosher@aol.com once i get enough money together ill be getting a car and ill be able to get to milwaukee quite easily .,noHate
Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,hate
I was sort of hoping that they will bring back Ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,hate
How about matchbooks ?,noHate
"No, the picture thread took care of that !",noHate
I was expecting more location-type questions .,noHate
There is lots of cheap / good surplus stuff out there .,noHate
"The only time Jesus is called a Jew , is when the Jews are mocking him on his trail .",noHate
I'm looking for any white females in the fort hood area to talk to .,noHate
A lot of white women are trying to create danger by drawing these other people into our countries .,hate
"We know they cant swim , but they might not remember that in their lust for ' dat money ' .",hate
Last thing we want is them moving off the reserves .,hate
S.African police clash with poor protesters | Top News | Reuters Hand the country over to Muds and what do you expect .,hate
Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,hate
"When I have the five children I wish to have , every Sunday I will read for then Mein Kampf , my bible I am not kidding .",noHate
I have never seen those posters before .,noHate
It is n't enough that we support mesico now we have to support africa .,hate
"Oh I see how it is , Son of the Mist .",noHate
- YouTube,noHate
America: 25 percent of American students pass their geography America : 25 percent of American students pass their geography `` Speak for Change,noHate
It is always about divide and conquer.If you look at the Golden Dawn pictures they usually have women around there.Unity among Whites is a must between the sexes .,noHate
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,hate
Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,hate
Also work my core and upper body .,noHate
And then there is the pesticides on your fresh ( ? ) fruit and veggies .,noHate
And here 's what David Irving 's site offers on Hitler 's Table Talks .,hate
Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox,noHate
Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,noHate
"hello, I 'm from Rome ...",noHate
It's a start .,noHate
"Ever notice the way the mechanisations of the state , always side with their anti-fascist NWO goffers ?",noHate
I am a white female and I am proud of my race. and dating a black would be disgusting,hate
The raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .,hate
The rounds I used to use in my 5.56 would cut through trees a foot thick and quarter inch steel like a hot knife through butter .,noHate
There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .,hate
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,hate
"These high school curriculums are more about encouraging white girls to hate white males , not other males .",noHate
Hey I know I am too old for you but I just wanted to say I saw your picture & I think your cute .,noHate
I dont think it will work moot is too much of a libtard to allow that going on for too long,hate
Also lots of bear .,noHate
Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,hate
We need to eliminate all of those elements from the white race .,hate
I ca n't imagine schools being able to teach the slower or disruptive kids geographic locations plus have time to get to these specifics .,noHate
So within the next day or so my user name will be MICHIGAN GHOST I just did n't want to have anything associated with Bradley or the uka !!!!,noHate
I hope all their farms burn down and their nappy headed children squandle in the flames .,hate
Report : Nuclear weapon drivers sometimes got drunk - Yahoo !,noHate
If you can stand asians then you would find the school to be a breath of fresh air .,hate
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",hate
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",hate
Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,hate
"Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .",hate
I wish to know what actions Swedes are taking exactly against the invading races !,noHate
Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,hate
Pakis asians and even jungle bunnies come in and * * * * starts getting weird .,hate
We are more concerned about ZOG controlling US and Russia .,hate
well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,hate
I could go on for hours pointing out your wigger flaws but im not even gonna waste my time .,noHate
I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .,hate
An Ar15 .,noHate
i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,hate
I put that they were good for White youth .,noHate
So it looks like the Blacks have lost even that one LOL Diablo,hate
I do like the outfit they dressed the simian in ; he looks so regal,hate
That is because Lycurgus has been on moderation forever and should be let off .,noHate
Sexual assault suspect caught on cellphone video - YouTube Rape Suspect Caught On Cellphone Video Arrested - News Story - KTVU San Francisco Dion McDaniel 's mugshot,noHate
This disgusting negro makes us ( white people ) look bad .,hate
Shannon county is famous for its wild horses and the whole area is timbered and rugged .,noHate
Your right .,noHate
Whites are not all genetic copies of one another .,noHate
God knows what would come out of Africa if only blacks could come up with investigative journalism .,hate
Just as there 's a place for Pakis called Pakistan and a place for Negro 's called Africa .,hate
Discuss.,noHate
In reality they have no money and it is all a charade .,hate
Construction Workers React to `` Wrecking Ball '' - YouTube,noHate
Oh .,noHate
The worst thing happened to internet freedoms when albanians used their spare time from selling drugs to learn to use computers .,hate
THe thing i was asking if it is alright if i remain here afterwards ?,noHate
"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .",hate
Is this true ?,noHate
I have a .40 sub compact and a .40 XDM .,noHate
Vancouver?,noHate
https://www.stormfront.org/forum/t1020784/ https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden God save them .....,hate
"One sign that you are living in a small town must be when your local library only has one book about Nordic languages , 50 pages thin and published in 1942 .",noHate
"I need to dust these off and get them back in my work out routine ... it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .",noHate
Welcome to the front lines ...,noHate
"The white population must have a place it calls its own , segregated .",hate
"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker .",hate
The lesbian student will probably find a jew lawyer and sue for violating her civil rights.That 's a common jew tactic .,hate
I will be reading this while away for Christmas .,noHate
"They are completely different from us and should not be living within sight of us , go back to Africa and die out .",hate
"Very easy Rebel Robbie , our bluebells have flowers which droop down , the Spanish variety have flowers that stick out horizontally , and yes they do cross very easily between species which is why people are asked to destroy the Spaniards before they wipe out our own bluebells .",noHate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",hate
"AS in Business Admin , bachelors may have to wait because the college system in California is falling apart fast with tuition skyrocketing and admission shrinking .",noHate
Can someone tell Me when I can find any mp3 of CEBEPHIbE BPATA ?,noHate
I've seen those walls in Cuzco .,noHate
I would willing risk jail time if it meant I could get my hands on them or anyone who does that to a white child .,noHate
"The only thing manipulated here are the minds of few foreigners , who reckon they can live amongest superiour , pagan blood .",hate
I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .,noHate
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,hate
i hate them .. ever since i once got beaten up by 6 of them .. real hero 's since then i because nazi,hate
"hi there , well thank you very much for your reply. it means alot that someone took the time to. i really envy your job. i want it lol. so were abouts are you from ?",noHate
I hear that and I have heard of using Wasp spray .,noHate
The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .,hate
I hope it gets the coverage it deserves and that white people need .,noHate
Yep blame the grandparents parents plus school teachers .,noHate
Go to his web site and check it out and get active .,noHate
"Fine with me as long as they do n't parade the city and demand `` gay rights '' ... keep it in the closed god damnit , homosexuality is n't exatly something to be proud of",hate
"It wo n't be long until Jewish groups like ADL , SPLC , Simon Wiesenthal Center and Search light are applying big pressure to have these videos censored .",noHate
It is the Asians in White countries that bug me .,hate
You have to have your extreme papers to move here .,noHate
unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,hate
I'm young and viciously angry I 'm not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are n't human in my eyes Anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me WPWW,hate
That 's your real religion and you worship that false god above everything else every day .,hate
Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..,hate
Please comment .,noHate
According to wikipedia its origin is also Gaelic and Celtic .,noHate
Then is n't it time that whites became the minority when it comes to financing said schools ?,noHate
This is the same race that thinks raping babies cures AIDS .,hate
"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",hate
What about Asians ...,noHate
"the.PLE.objectives ( helping.establish.young.whites/families.in.housing , jobs.etc. ) .Both.my.Brother. & .I .are.very.interested.in.your.program.",noHate
The indians and stanis will just spit all over the street .,hate
I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,hate
"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",hate
"If yes , I think you are doing your people a huge disservice .",noHate
"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",hate
"French and Spanish are offered , but there is only one french teacher , as opposed to our 4 or more Spanish teachers , so the number of students able to take French is VERY limited .",noHate
I wonder what it 's going to be like if the Big Chimpout of 2014 really happens .,hate
I 'd put him somewhere between the typical African and an ape .,hate
I try and avoid shops owned by.or employing non.whites too .,hate
They are too dung stupid to be able to tap into the market .,hate
Adopt their musical style and hand gestures and you poison your own soul .,hate
You AREN' T White :,hate
"They dress like blacks , talk Ike them , act just as stupid .",hate
Israeli Embassy in Ireland had to take note of the graffiti giving their Jewish supremacists worldwide and in Ireland being given notice. scroll down to their 6/6/13 entry on their Israel in Ireland fb page https : //www.facebook.com/IsraelinIreland,noHate
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",hate
The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,hate
"It then became a booming black town , and they ran it straight into the ground .",hate
"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",hate
"Or try yelling * * * * the nigs ya 'll get suspended , jumped and hopefully some new wn friends or ya 'll die trying. lol Rohawa its a battle cry .",hate
"And , nice picture too !",noHate
I hope they all starve .,hate
"I just want to see all the styles of clothes , how they wear them , etc .",noHate
Yeah I knew about the cheap houses in Springfield area but not that dang cheap as 9K thats why I asked .,noHate
FANTASTIC!!,noHate
"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",hate
"``Confrontingthe Girl Who Shot Me In the Face '' -- Dr. Phil - YouTube The female negro is making excuses like its not her fault but we all know its TNB , I feel for that poor white woman",hate
I do n't watch TV at home at all any more .,noHate
Both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school .,noHate
"Let the Apes use their long arms to throw their monkey punches , and let us Whites use wrestling takedowns and submissions .",hate
I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,hate
Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,hate
"Because you support an ideology which imposes it 's will on other people , and then you attack those people for merely resisting their own genocide",noHate
i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke,hate
"Simply put , they are AT LEAST 100,000 years behind evolved creatures on the evolutionary scale with no hope of ever progressing .",hate
Don't you love the double standards ?,noHate
"There must have been about 10 of them , all black , and others coming in to join them .",noHate
"The biggest problem is new york.There are blacks all over the streets , when you 're in new york think you 're in nigeria .",hate
That could be cool !,noHate
Welcome to SF .,noHate
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,hate
I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,noHate
"That 's a very sad story. were the pagans Romans , or the later Christians romans that did that ?",noHate
Historic vehicle Laurin Klement T. B 1899-1903 http://i4.ytimg.com/vi/cVQSTM-WTZk/mqdefault.jpg white loop-frame motorcycle with pedal start Awesome custom replica of 1900s Czech .,noHate
Woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .,noHate
We are looking into building `` mud free zones '' by way of taking over key locations and building a refuge for our racial kindred .,hate
I wish everyone would leave them to their own demise so we can be done with it .,hate
I would have jumped at the chance to get a gun for my birthday .,noHate
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",hate
"Every White person on the planet should have easy access to firearms , provided they do n't have a violent criminal past or a history of mental illness .",noHate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,hate
"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .",hate
Bbut they are creeping in slowly seeing more and more these days .,hate
No white person should send a single penny or lift a single finger to help them .,hate
You are going to have to make this decision on your own .,noHate
"I 'd avoid the Baldwin/Idlewild area at all costs , but everywhere around there is extremely beautiful , lots of nature , etc .",noHate
Jews are the most demanding and worst patients of all .,hate
things u put on yer teeth just kidding ... seen guys with those things that suppose to hold up pants ? theyre red or white ? and theyre not belts. welcome to skinhead charades .,hate
We shall see .,noHate
I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,hate
To found a white community you must be in charge of all the elements that make up a community .,noHate
I have no problem cleaning my own toilets infact I dont even hate it because after im done I know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement .,noHate
"1. good news , especially that of the gospel [ < A.S. god spel , good tidings ] ; 2. one who carries the gospel news ; an evangelist : Evangel , Archaic , any one of the four Gospels. [ < Gk. euaggelion , the gospel < eu , well + aggellos , a messenger ]",noHate
These guys are killing our culture while pretending to want to save it .,hate
"Geesh , they 'd let a gorilla into UCLA for the sake of `` Diversity '' as long as it got a body wax .",hate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
if the expected war happens we better not put pride in charge of any units where navigating skills are required then .,noHate
"They are black and Hispanic , not white .",noHate
Police investigating hate crime at Toronto home | CTV Toronto News,noHate
You 're joining a group of hard-working and smart activists 88WhiteTiger88 .,noHate
"By the way , if the person you 're speaking to is claiming that blacks are held back it 's their duty to prove their claim , not your duty to disprove it .",noHate
"Cholera is most common in Africa , southern and Southeast Asia , and the Middle East .",noHate
"London is a dead zone as far as anyone White is concerned , even Hertfordshire where it 's closest to London is turning brown .",hate
FBI : Chicago officially America 's murder capital | Fox News,noHate
I would personally like to welcome all my White Brethren who want to join the fight in Texas !!!,noHate
I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,hate
Marxist Subversion happened .,hate
"If it means exterminating the blacks in Africa so the gorillas have a healthy , big nature preserve I do n't oppose it .",hate
This girl was almost made another human sacrifice to your false god .,hate
"Nowadays, your ebony specimen chooses to sit at the back of the bus , so they can get up to all manner of mischief !",hate
WOULD YOU PLEASE STRIVE TO READ MORE CAREFULLY BEFORE YOU JUMP DOWN PEOPLE 'S THROATS ABOUT SOMETHING .,noHate
He should be flagged and reported. skyyjohn 's Channel - YouTube EstablishedMen.com sent me on a blind date !,hate
"I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .",hate
i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,hate
"It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts , which made some of them hooligans and crazy .",hate
"There's a place for Poles , it 's called Poland .",hate
To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,hate
In many countries the Jew/white liberal will throw you in jail for longer than a murderer for denying their `` evidence '' !,hate
No figures are available because none are made public .,noHate
Unfortunately our official greeter Evaline has n't been about for awhile so allow me to bid all of you who have recently joined our little band of brothers ( and sisters ) a warm welcome. max,noHate
More Whites would March in a Black Pride march than a White one .,noHate
You 're bang on .,noHate
a nice kick to the nuts will always work I find it a dirty move to kick another man in the knackers but after all .. a black does n't equate to the same standard,hate
"www.cofo.edu Franciscan University of Steubenville , Steubenville , Ohio www.franuniv.edu Grove City College , Grove City , Pa.",noHate
Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,hate
"Do n't come down too hard and alienate him , just keep a light hearted attitude and let him know that you find his actions disgusting .",hate
My ancestors who had the good sense and foresight to come and build America .,noHate
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .",hate
"You weather the zionist storm well , my brother .",hate
"Adjustable rear sight , orange target insert in the front sight , modified cylinder .",noHate
There are lots of brown and black kids in the system gays could adopt .,hate
"I have light brown hair and light brown eyes , like my father .",noHate
I love my beer ! maybe you were drinking liquor I always get crazy on that so I gave it up and now everything is fine .,noHate
Its the rural towns that would allow a community to go unnoticed and unattacked at first .,noHate
Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries,hate
Stop race mixing and discourage those who practice it .,hate
But the camellia idea is great .,noHate
"Go to any major retail mall , the Kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and God knows what else ) and race mixers , and yes I hate to say this but from what I saw the other day many more white women doing the race mixing than white men .",hate
"Los Angeles County sheriff 's officials arrested 53-year-old John Ewell on Saturday night , just two days after the killings .",noHate
"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",hate
They have caused their own hate from the nations by their hate for everyone else .,hate
You 're telling me that there 's something we Swedes have done right ?,noHate
"It is necessary for them to hide behind lies and false information because face it , the truth is not on their side .",noHate
"Please, feel welcome to learn more about the history of the Macedonian Patriotic Organization , its traditional Bulgarian character and the activities this organization provided for the community and its goals and purposes of today .",noHate
"Black males are put on pedestal by the media - white women love them , sports heroes , rappers with all the `` bling '' .",noHate
I say take asian obsessed white men and dump them in some third world asian crap whole and never let them come back .,hate
Never.,noHate
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,hate
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,hate
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .",hate
They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',hate
"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",noHate
It should come as no surprise that the Jews start embracing the degeneracy that they promote ; what goes around comes around .,hate
The same way they take advantage of the state everywhere else .,hate
"I think I will post one , I placed my profile on Eurodate a few days ago .",noHate
"Let's hope he 's right , and that the heads of the Marxist elites currently ruling Europe start to roll .",noHate
"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !",noHate
We have n't heard this exquisitely beautiful song in a while .,noHate
I utterly want to vomit after watching this disgusting pro invasion of White countries ad .,noHate
It 's there .,noHate
You either stand with your people or they will stand over your dead body .,hate
Council of White Patriot Voters Open Letter To NAACP Over Gay Marriage CWPV Open Letter To NAACP Over Gay Marriage - The Council Of White Patriot Voters,noHate
Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?,hate
I am not expecting six figures a year but would like to be comfortable .,noHate
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,hate
Thank you my friend for posting on our section ...,noHate
"Bad for home defense , which is a pity , its probably a spectacular manstopper , those soft lead hollow base Foster slugs flatten out quickly .",noHate
Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,noHate
"Latest reported attack on students by the local Negroes was on a couple out getting a pizza in the late evening hours , 4 Blacks jumped them on their walk home .",hate
Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,hate
"**** off bulgar turkic peice of * * * * and * * * * ustasha KOSOVO belongs to SERBİA get used to it however much you hate serbs , also by the way Makedonia belongs to Greece not bulgayria",hate
"i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .",noHate
"Welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",noHate
This is why libtards and Jews call us white supremacists and get away with it .,hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",hate
His spirit will always be with us and we will always honor him as the man who led us out of the darkness so we will never get lost again as a people .,noHate
We need to get ahold of everyone and plan something this weekend .,noHate
I think asians are hot but they arent the girls I wanna get with.A wolf is pretty but do you wanna pet one ? White girls are only ones to be trusted .,hate
New Supreme Court Justice Lord Dyson JC Article .,noHate
We need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .,hate
"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",hate
"One !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .",noHate
i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,hate
"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",hate
"the school board is completely blinded to the events that go on with their schools ... i contacted them about the boy with the knife n they were never even informed of the situation nor were the authorities called , eventhough that is what the school policy requires in such situations ...",noHate
"Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour .",hate
Hiring someone from this website should ensure we do n't hire undesirables .,hate
Pakis are all about forcing their culture on us .,hate
"They 're so close that many believe we interbred , you ca n't interbreed with a chimp .",hate
Good work .,noHate
"Hundreds of people , but no blacks !",noHate
Do they discharge soldiers from the military if they get STDs or letting them stay and allowing them to put their comrades at risk ?,noHate
I am disgusted by the amount of white hate and brown love that teachers try to pump into my 16 year olds head .,hate
Maybe if you 'd have gone down to London you could have marched with hundreds of nationalists in the very centre of our nations capital ...,noHate
"I listen to a lot of metal so , yeah , we call this `` clean '' lol !",noHate
Hopefully someone will moderate this thread .,noHate
"just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again",hate
"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..",noHate
Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .,hate
Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,hate
I will say I love God as much as I like .,noHate
That's not even close to what he was doing .,noHate
He far excelled Anatoly Karpov and Garry Kasparov .,noHate
yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad,hate
Thanks for posting the site info .,noHate
Jewish unfortunately .,hate
"Im surprised C18 wasnt mentioned , they always are when the OB smash the EVIL neo = nazis Yellow press at its best",hate
I plan on going to work and making myself some money .,noHate
And a 99 cent unit study store here .,noHate
In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,noHate
I think a lot of black males become conceited by this .,noHate
Just ran across this letter from Finland written by a non-racist .,noHate
We are badly outnumbered .,noHate
"Yup, Africans breeding like cockroaches , AIDs is not killing them off fast enough to stop their growth !",hate
The holocaust never existed except in the minds of the people who believed it .,hate
Those of the youth hold the future .... just listen to your old farts and young at heart 20 's and 30 's for a little advise,noHate
Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,hate
If it was the other way around and it was white on black we would never of heard the end of it,noHate
"Homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",hate
Sounds like things are pretty cool for you and your family .,noHate
"The scene is anchored right and left by two bright stars , Mu and Eta Geminorum , at the foot of the celestial twin while the Jellyfish Nebula is the brighter arcing ridge of emission with dangling tentacles below and right of center .",noHate
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,hate
"Well, the entire world is being brain-washed by Judeo-American films , today everyone has a Jew in every corner of your house .",hate
I would like too see white people get together and get us a white pride day,noHate
"There will always be survivors , the juden will never let go of the holahoax",hate
I would hate to live in Dublin with all the foreigners there now .,hate
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",hate
