,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
40708,331,Mostly been shitposting at other places :p #dankmemes ,0,0,0,1,,,,,,,,,,
40767,4448,"Ok, while you're being assaulted in some way, I'll just.....walk on by, you stupid bitch",0,0,0,1,,,,,,,,,,
40768,4448,"Ok, while you're being assaulted in some way, I'll just.....walk on by, you stupid bitch",0,0,0,0,,,,,,,,,,
40800,6180,"He has never had the privilege of watching me, I knew from the start this was nothing more than a Jewish data collection agency.  ",0,0,0,1,,,,,,,,,,
40801,6180,"He has never had the privilege of watching me, I knew from the start this was nothing more than a Jewish data collection agency.  ",0,0,0,0,,,,,,,,,,
40810,6771,"U.S. Army Corps of Engineers has a huge 37,000 workforce to ",0,0,0,0,,,,,,,,,,
40812,6771,"U.S. Army Corps of Engineers has a huge 37,000 workforce to ",0,0,0,1,,,,,,,,,,
40862,8449,lol ,0,0,0,1,,,,,,,,,,
40976,15764,"Tusk.. "" 14 EU Countries will expel Russian Diplomats "".. ",0,0,0,1,,,,,,,,,,
40977,15764,"Tusk.. "" 14 EU Countries will expel Russian Diplomats "".. ",0,0,0,0,,,,,,,,,,
40985,16062,Yup. And he even stated his goal for all to hear: ,0,0,0,1,,,,,,,,,,
40986,16062,Yup. And he even stated his goal for all to hear: ,0,0,0,0,,,,,,,,,,
41012,17410,eerie as fuck..... I love it,0,0,0,0,,,,,,,,,,
41014,17410,eerie as fuck..... I love it,0,0,0,1,,,,,,,,,,
41184,25710,LMAO@ sacks of wet assholes....hahahahahaha that's gotta be the funniest thing I've ever read.,0,0,0,0,,,,,,,,,,
41185,25710,LMAO@ sacks of wet assholes....hahahahahaha that's gotta be the funniest thing I've ever read.,0,0,0,1,,,,,,,,,,
41193,25841,"Yeah, I'm pretty sure that people like Che Guevara were executing faggots on the daily in Cuba lol.",0,0,0,0,,,,,,,,,,
41196,25841,"Yeah, I'm pretty sure that people like Che Guevara were executing faggots on the daily in Cuba lol.",0,0,0,1,,,,,,,,,,
41287,2005,"He may not be able to be fired, but he sure as hell can be indicted & arrested!!",0,0,0,1,,,,,,,,,,
41288,2005,"He may not be able to be fired, but he sure as hell can be indicted & arrested!!",0,0,0,0,,,,,,,,,,
41328,3068,What the fuck is a macro nigga?? I see food and I eat it,0,0,0,0,,,,,,,,,,
41330,3068,What the fuck is a macro nigga?? I see food and I eat it,0,0,0,1,,,,,,,,,,
41331,3086,I bet if Anderson would've asked Stormy how many times she had sex with Hillary those saucers would get really big! Even Anderson would enjoy it because that's how he rolls.,0,0,0,0,,,,,,,,,,
41332,3086,I bet if Anderson would've asked Stormy how many times she had sex with Hillary those saucers would get really big! Even Anderson would enjoy it because that's how he rolls.,0,0,0,1,,,,,,,,,,
41357,3366,"""You're full of bullshit"". Go back and edit it if you want.  ",0,0,0,1,,,,,,,,,,
41358,3366,"""You're full of bullshit"". Go back and edit it if you want.  ",0,0,0,0,,,,,,,,,,
41398,4511,So. PP's upping their game to not just aborting unborn but companies and female sex in general. SMH,0,0,0,1,,,,,,,,,,
41399,4511,So. PP's upping their game to not just aborting unborn but companies and female sex in general. SMH,0,0,0,0,,,,,,,,,,
41516,13682,"Dear #America: Please #Stop This Shit. Signed, The Rest Of The #World.",0,0,0,1,,,,,,,,,,
41517,13682,"Dear #America: Please #Stop This Shit. Signed, The Rest Of The #World.",0,0,0,0,,,,,,,,,,
41627,24390,"EWWWW...can you just imagine that? 90*, humidity in the 80% range, sweat dripping off your body, she's on the rag and wants to sit on yer face",0,0,0,1,,,,,,,,,,
41628,24390,"EWWWW...can you just imagine that? 90*, humidity in the 80% range, sweat dripping off your body, she's on the rag and wants to sit on yer face",0,0,0,0,,,,,,,,,,
41654,26699,Dragon's breath love that sh**. You might like Raufoss HEI rounds.,0,0,0,0,,,,,,,,,,
41655,26699,Dragon's breath love that sh**. You might like Raufoss HEI rounds.,0,0,0,1,,,,,,,,,,
41709,3522,You think that saying repealing the 2nd will be popular? Think again. ,0,0,0,1,,,,,,,,,,
41710,3522,You think that saying repealing the 2nd will be popular? Think again. ,0,0,0,0,,,,,,,,,,
41733,4758,Alex Jones' son publicly called him to a debate.. bet the little shit runs,0,0,0,0,,,,,,,,,,
41735,4758,Alex Jones' son publicly called him to a debate.. bet the little shit runs,0,0,0,1,,,,,,,,,,
41739,5431,Is that the best you can do bitch?,0,0,0,1,,,,,,,,,,
41740,5431,Is that the best you can do bitch?,0,0,0,0,,,,,,,,,,
41775,8595,"This would have never happened back in my day, and I'm only 29 😂. Feel like an old codger reading some of the bizarre shit that goes on",0,0,0,1,,,,,,,,,,
41776,8595,"This would have never happened back in my day, and I'm only 29 😂. Feel like an old codger reading some of the bizarre shit that goes on",0,0,0,0,,,,,,,,,,
41793,9306,Find their email/customer-service phone #s. Companies pulling their ad $$ from Laura's show need to increase their sales to this group of high-schoolers. Surely that will make up for  the loss sales to all of us dumb Conservatives...we LOVE supporting our enemies.,0,0,0,1,,,,,,,,,,
41794,9306,Find their email/customer-service phone #s. Companies pulling their ad $$ from Laura's show need to increase their sales to this group of high-schoolers. Surely that will make up for  the loss sales to all of us dumb Conservatives...we LOVE supporting our enemies.,0,0,0,0,,,,,,,,,,
41812,10613,In her pathetic grovelling apology to DNC spokesman David Hogg Ingraham praised him for how 'poised' he seemed 'given the tragedy'. ,0,0,0,0,,,,,,,,,,
41814,10613,In her pathetic grovelling apology to DNC spokesman David Hogg Ingraham praised him for how 'poised' he seemed 'given the tragedy'. ,0,0,0,1,,,,,,,,,,
41848,13646,"and now she probably fantasizes about taming another asshole, this is their eternal fantasy, NEVER lift the boot from their necks  Patrice ONeal, my God rest his soul, had the greatest bit of all time about this",0,0,0,0,,,,,,,,,,
41850,13646,"and now she probably fantasizes about taming another asshole, this is their eternal fantasy, NEVER lift the boot from their necks  Patrice ONeal, my God rest his soul, had the greatest bit of all time about this",0,0,0,1,,,,,,,,,,
41894,16621,"Giving people sh!t is easy, taking it away is almost impossible, like #Obamacare or herpes ",0,0,0,0,,,,,,,,,,
41896,16621,"Giving people sh!t is easy, taking it away is almost impossible, like #Obamacare or herpes ",0,0,0,1,,,,,,,,,,
42069,2560,"Ada presentation solar hari tu sembang banyak pasal how solar is good to save the planet, CO2 emission etc pastu kena das “You don’t tell me about all this feel good stuff, I want to know what is the profit in doing all of this. Talk about the damn money!” ",0,0,0,0,,,,,,,,,,
42070,2560,"Ada presentation solar hari tu sembang banyak pasal how solar is good to save the planet, CO2 emission etc pastu kena das “You don’t tell me about all this feel good stuff, I want to know what is the profit in doing all of this. Talk about the damn money!” ",0,0,0,1,,,,,,,,,,
42131,6043,The inevitable result of too much inbreeding.,0,0,0,1,,,,,,,,,,
42132,6043,The inevitable result of too much inbreeding.,0,0,0,0,,,,,,,,,,
42167,9130,When the dollar becomes worthless paper in the coming Obama hyper inflation depression they'll return to their countries. US authorities won't have to do nothing but open the gates and let them go home!,0,0,0,1,,,,,,,,,,
42168,9130,When the dollar becomes worthless paper in the coming Obama hyper inflation depression they'll return to their countries. US authorities won't have to do nothing but open the gates and let them go home!,0,0,0,0,,,,,,,,,,
42185,10281,Your denial of reality is truly pathological.,0,0,0,1,,,,,,,,,,
42186,10281,Your denial of reality is truly pathological.,0,0,0,0,,,,,,,,,,
42194,10641,WTF is with Kurt Kikenwald? ,0,0,0,0,,,,,,,,,,
42195,10641,WTF is with Kurt Kikenwald? ,0,0,0,1,,,,,,,,,,
42297,18602,The priest cracks me up the fucker is wiping sweat from his brow,0,0,0,1,,,,,,,,,,
42298,18602,The priest cracks me up the fucker is wiping sweat from his brow,0,0,0,0,,,,,,,,,,
42303,18800,call me that sht 2 my face. wats ur actual name or no reply,0,0,0,1,,,,,,,,,,
42304,18800,call me that sht 2 my face. wats ur actual name or no reply,0,0,0,0,,,,,,,,,,
42431,26990,LOVE GAB.AI LOOKING FORWARD TO LOADS OF POSTS & FOLLOWERS   UK & USA TAKING SHIT FOR TOO LONG TIME TO RISE UP,0,0,0,0,,,,,,,,,,
42432,26990,LOVE GAB.AI LOOKING FORWARD TO LOADS OF POSTS & FOLLOWERS   UK & USA TAKING SHIT FOR TOO LONG TIME TO RISE UP,0,0,0,1,,,,,,,,,,
42580,10875,Tonights kharnage! 🐰  ,0,0,0,1,,,,,,,,,,
42581,10875,Tonights kharnage! 🐰  ,0,0,0,0,,,,,,,,,,
42755,25068,I don't know... usually drag queens have better style than that.,0,0,0,1,,,,,,,,,,
42756,25068,I don't know... usually drag queens have better style than that.,0,0,0,0,,,,,,,,,,
42767,25877,"""Will only jump off the #TrumpTrain if I find #Trump had SEX with Hillary!""",0,0,0,0,,,,,,,,,,
42768,25877,"""Will only jump off the #TrumpTrain if I find #Trump had SEX with Hillary!""",0,0,0,1,,,,,,,,,,
42866,3099,White Metallica is best Metallica.,0,0,0,1,,,,,,,,,,
42867,3099,White Metallica is best Metallica.,0,0,0,0,,,,,,,,,,
42922,8098,"The only thing I can assume is to meme hard boundaries and splits so the ""clean"" side of it can focus on nagging and bitching at those with power without being dismissed easily. Only thing that makes sense.",0,0,0,0,,,,,,,,,,
42923,8098,"The only thing I can assume is to meme hard boundaries and splits so the ""clean"" side of it can focus on nagging and bitching at those with power without being dismissed easily. Only thing that makes sense.",0,0,0,1,,,,,,,,,,
43015,15112,"neilcrossley or crossleyneil?! man or woman?! Cusser or Christian?! confusing or confused?! That one is poorly acting, pay no attention to ""it""!:)  Life is good because GOD BLESS AMERICA with PRESIDENT TRUMP!!",0,0,0,1,,,,,,,,,,
43016,15112,"neilcrossley or crossleyneil?! man or woman?! Cusser or Christian?! confusing or confused?! That one is poorly acting, pay no attention to ""it""!:)  Life is good because GOD BLESS AMERICA with PRESIDENT TRUMP!!",0,0,0,0,,,,,,,,,,
43034,17205,Shut the fuck up. You don't know what you're talking about. ,0,0,0,0,,,,,,,,,,
43036,17205,Shut the fuck up. You don't know what you're talking about. ,0,0,0,1,,,,,,,,,,
43101,21714,There is no Tuco in the clusterfuck?,0,0,0,1,,,,,,,,,,
43102,21714,There is no Tuco in the clusterfuck?,0,0,0,0,,,,,,,,,,
43116,22523,Who yah be thank can save yo ass! ,0,0,0,0,,,,,,,,,,
43118,22523,Who yah be thank can save yo ass! ,0,0,0,1,,,,,,,,,,
43131,23773,"Or if you have an effective argument, they call for help to ban you from a platform. ",0,0,0,1,,,,,,,,,,
43132,23773,"Or if you have an effective argument, they call for help to ban you from a platform. ",0,0,0,0,,,,,,,,,,
43165,26097,Fuck those idiots. Shitposters on!🤣,0,0,0,1,,,,,,,,,,
43167,26097,Fuck those idiots. Shitposters on!🤣,0,0,0,0,,,,,,,,,,
43333,10548,She has a tumblr account also with sick photos.,0,0,0,0,,,,,,,,,,
43334,10548,She has a tumblr account also with sick photos.,0,0,0,1,,,,,,,,,,
43411,14995,"Gab is a disgrace. Torba is a sick fuck. Torba, you failed. Shut this shit down. I am considering leaving. What is the point of gab if they are acting the same as twitter?",0,0,0,0,,,,,,,,,,
43412,14995,"Gab is a disgrace. Torba is a sick fuck. Torba, you failed. Shut this shit down. I am considering leaving. What is the point of gab if they are acting the same as twitter?",0,0,0,1,,,,,,,,,,
43456,17744,http://www.dailymail.co.uk/news/article-5587395/Romanian-gangster-jailed-attempted-murder-homeland-fled-UK-walks-free.html#ixzz5BxtitvZD  ,0,0,0,0,,,,,,,,,,
43458,17744,http://www.dailymail.co.uk/news/article-5587395/Romanian-gangster-jailed-attempted-murder-homeland-fled-UK-walks-free.html#ixzz5BxtitvZD  ,0,0,0,1,,,,,,,,,,
43631,1847,aw damn no wonder I'm such a fucking idiot,0,0,0,0,,,,,,,,,,
43633,1847,aw damn no wonder I'm such a fucking idiot,0,0,0,1,,,,,,,,,,
43739,9300,1. Trump announces plan to pull out of Syria.,0,0,0,1,,,,,,,,,,
43740,9300,1. Trump announces plan to pull out of Syria.,0,0,0,0,,,,,,,,,,
43757,10460,"Double down, Hannity. Double the fuck down.",0,0,0,1,,,,,,,,,,
43758,10460,"Double down, Hannity. Double the fuck down.",0,0,0,0,,,,,,,,,,
43766,10999,you kind of put out garbage content. ,0,0,0,0,,,,,,,,,,
43767,10999,you kind of put out garbage content. ,0,0,0,1,,,,,,,,,,
43788,12238,Don worry i'ma still be tweeting when dat muhfucka swimmin ,0,0,0,0,,,,,,,,,,
43790,12238,Don worry i'ma still be tweeting when dat muhfucka swimmin ,0,0,0,1,,,,,,,,,,
43864,18573,Yes they should and it should be done through a third party. Mike Enoch took a test but how can we trust him?,0,0,0,1,,,,,,,,,,
43865,18573,Yes they should and it should be done through a third party. Mike Enoch took a test but how can we trust him?,0,0,0,0,,,,,,,,,,
44054,5351,"The double standard hypocrisy is deafening and this desperate attempt and overreach  proves it is nothing but a political witch hunt. He can't fire Mueller, it would hit Trump hard politically but he can go after Rosenstein.",0,0,0,0,,,,,,,,,,
44055,5351,"The double standard hypocrisy is deafening and this desperate attempt and overreach  proves it is nothing but a political witch hunt. He can't fire Mueller, it would hit Trump hard politically but he can go after Rosenstein.",0,0,0,1,,,,,,,,,,
44156,10847,Their own people in government positions did this to them. History is full of examples of what to do next.  They just need to get off their asses.,0,0,0,1,,,,,,,,,,
44157,10847,Their own people in government positions did this to them. History is full of examples of what to do next.  They just need to get off their asses.,0,0,0,0,,,,,,,,,,
44212,12521,"No such thing as Islamaphobia,just people that want to survive it!",0,0,0,0,,,,,,,,,,
44213,12521,"No such thing as Islamaphobia,just people that want to survive it!",0,0,0,1,,,,,,,,,,
44446,82,What Soros and his ilk want to do to Russia's traditional values.  Sadly they successfully executed this plan here in America.,0,0,0,1,,,,,,,,,,
44447,82,What Soros and his ilk want to do to Russia's traditional values.  Sadly they successfully executed this plan here in America.,0,0,0,0,,,,,,,,,,
44663,20443,"Once people move into a structure on your property they become ""tenants"", whether they pay rent or not.  So are they invitees? licensees? trespassers?  or just dudes in a ""landlord/tenant"" relationship. It takes an eviction action to remove them.  Kali is so ""smart"".  :)   http://dailycaller.com/2018/04/12/la-county-homeowners-homeless-people/",0,0,0,1,,,,,,,,,,
44664,20443,"Once people move into a structure on your property they become ""tenants"", whether they pay rent or not.  So are they invitees? licensees? trespassers?  or just dudes in a ""landlord/tenant"" relationship. It takes an eviction action to remove them.  Kali is so ""smart"".  :)   http://dailycaller.com/2018/04/12/la-county-homeowners-homeless-people/",0,0,0,0,,,,,,,,,,
44845,9980,"Stop being a Doomsayer. You only know what you think you know, but don't actually know shit.",0,0,0,0,,,,,,,,,,
44847,9980,"Stop being a Doomsayer. You only know what you think you know, but don't actually know shit.",0,0,0,1,,,,,,,,,,
44867,13623,wonder where ISIS  would have gotten chemical weapons? In that burning rubble in Syria?,0,0,0,1,,,,,,,,,,
44868,13623,wonder where ISIS  would have gotten chemical weapons? In that burning rubble in Syria?,0,0,0,0,,,,,,,,,,
44879,14490,On twitter Fuentes is sucking Trump's dick just the same.,0,0,0,1,,,,,,,,,,
44880,14490,On twitter Fuentes is sucking Trump's dick just the same.,0,0,0,0,,,,,,,,,,
44894,16416,"I remember when she said that. The amount of ""Neither do you"" was astounding. The second most comments were laughing how these proud independent women shirk things like housework, but immediately run to it when trying to show worth.",0,0,0,1,,,,,,,,,,
44895,16416,"I remember when she said that. The amount of ""Neither do you"" was astounding. The second most comments were laughing how these proud independent women shirk things like housework, but immediately run to it when trying to show worth.",0,0,0,0,,,,,,,,,,
44933,19860,"Yep,sad days with stupid shit...",0,0,0,1,,,,,,,,,,
44934,19860,"Yep,sad days with stupid shit...",0,0,0,0,,,,,,,,,,
44936,20155,Because bitches can't keep secrets.,0,0,0,1,,,,,,,,,,
44938,20155,Because bitches can't keep secrets.,0,0,0,0,,,,,,,,,,
45011,27321,https://www.youtube.com/watch?v=fPQ9uA_M1Eg  ,0,0,0,1,,,,,,,,,,
45012,27321,https://www.youtube.com/watch?v=fPQ9uA_M1Eg  ,0,0,0,0,,,,,,,,,,
45197,14914,"Check out the ""Script"" of #Globalists #Syria",0,0,0,0,,,,,,,,,,
45198,14914,"Check out the ""Script"" of #Globalists #Syria",0,0,0,1,,,,,,,,,,
45203,15431,"""lack of candor"".... Translation.. Lyin' Mother Fucker.  http://dailycaller.com/2018/04/15/fbi-clinton-foundation-investigation/",0,0,0,0,,,,,,,,,,
45204,15431,"""lack of candor"".... Translation.. Lyin' Mother Fucker.  http://dailycaller.com/2018/04/15/fbi-clinton-foundation-investigation/",0,0,0,1,,,,,,,,,,
45215,17083,He didnt federalize these troops. He just asked for their time for compensation to the state. Jerry Brown the Jew accepted the compensation but are ordering the troops to not do anything,0,0,0,0,,,,,,,,,,
45216,17083,He didnt federalize these troops. He just asked for their time for compensation to the state. Jerry Brown the Jew accepted the compensation but are ordering the troops to not do anything,0,0,0,1,,,,,,,,,,
45256,19576,Maybe tonight I will take a walk out on Fremont Street. Meet a pal & just simply enjoy the night and sights. I know the straight up degeneracy of Vegas is too much to bear but fuck it. If I am leaving then I might as well have some degree of enjoyment before I go.,0,0,0,1,,,,,,,,,,
45257,19576,Maybe tonight I will take a walk out on Fremont Street. Meet a pal & just simply enjoy the night and sights. I know the straight up degeneracy of Vegas is too much to bear but fuck it. If I am leaving then I might as well have some degree of enjoyment before I go.,0,0,0,0,,,,,,,,,,
45332,25740,Conservative judges recuse themselves. The left wing judges do not. They are dishonest and corrupt. The judge that found Flynn guilty was friend of Democrats and biased. Recused himself after the trial of Flynn. We have to get rid of the deep state judges. Or we are in same trouble as London England. They now are run by Jews & Muslims and have corrupt judges,0,0,0,0,,,,,,,,,,
45334,25740,Conservative judges recuse themselves. The left wing judges do not. They are dishonest and corrupt. The judge that found Flynn guilty was friend of Democrats and biased. Recused himself after the trial of Flynn. We have to get rid of the deep state judges. Or we are in same trouble as London England. They now are run by Jews & Muslims and have corrupt judges,0,0,0,1,,,,,,,,,,
45347,26422,"""What the **** is this? I didn't order no sausage biscuit"" ",0,0,0,0,,,,,,,,,,
45348,26422,"""What the **** is this? I didn't order no sausage biscuit"" ",0,0,0,1,,,,,,,,,,
45412,7641,"My brother was terminal when his cancer was discovered.  He was younger than I am.  That was a. ..difficult moment.  I  was with him and while I was  stunned, he was angry.  Understandably.  ",0,0,0,0,,,,,,,,,,
45414,7641,"My brother was terminal when his cancer was discovered.  He was younger than I am.  That was a. ..difficult moment.  I  was with him and while I was  stunned, he was angry.  Understandably.  ",0,0,0,1,,,,,,,,,,
45468,12284,"Good in theory, but Sessions is the ""Gatekeeper"" to prevent investigation of 'anything' Clinton.",0,0,0,1,,,,,,,,,,
45469,12284,"Good in theory, but Sessions is the ""Gatekeeper"" to prevent investigation of 'anything' Clinton.",0,0,0,0,,,,,,,,,,
45524,19010,Train your family subtly if necessary on what to do during civil war. Maybe go over the Spanish civil war of the 1930's which is pretty much what were expecting will happen in a few years.,0,0,0,0,,,,,,,,,,
45526,19010,Train your family subtly if necessary on what to do during civil war. Maybe go over the Spanish civil war of the 1930's which is pretty much what were expecting will happen in a few years.,0,0,0,1,,,,,,,,,,
45534,19311,any plans on videos of the subject matter? i don't know if i want to invest at this juncture but i'd for sure be a customer.,0,0,0,1,,,,,,,,,,
45535,19311,any plans on videos of the subject matter? i don't know if i want to invest at this juncture but i'd for sure be a customer.,0,0,0,0,,,,,,,,,,
45569,22250,Stupid bitch thinks hogg is a person.,0,0,0,1,,,,,,,,,,
45570,22250,Stupid bitch thinks hogg is a person.,0,0,0,0,,,,,,,,,,
45642,990,What? CloverOS? The fuck? ,0,0,0,0,,,,,,,,,,
45644,990,What? CloverOS? The fuck? ,0,0,0,1,,,,,,,,,,
45714,5322,Public registration for the bbs still closed eh? That makes it more of an echo chamber than farting in cuck box,0,0,0,1,,,,,,,,,,
45715,5322,Public registration for the bbs still closed eh? That makes it more of an echo chamber than farting in cuck box,0,0,0,0,,,,,,,,,,
45843,17936,She has a fucking Woll Smoth face.,0,0,0,1,,,,,,,,,,
45861,22528,"Super oldie but a goodie, LOVE THIS... ",0,0,0,0,,,,,,,,,,
45862,22528,"Super oldie but a goodie, LOVE THIS... ",0,0,0,1,,,,,,,,,,
45891,25448,Some bi-lingual woop ass going on here,0,0,0,1,,,,,,,,,,
45892,25448,Some bi-lingual woop ass going on here,0,0,0,0,,,,,,,,,,
46013,5574,fuck.... and i was just about to quit,0,0,0,0,,,,,,,,,,
46014,5574,fuck.... and i was just about to quit,0,0,0,1,,,,,,,,,,
46037,6406,"Yep, one of the many reasons why California is starting to implode from all the politically correct BS.",0,0,0,0,,,,,,,,,,
46038,6406,"Yep, one of the many reasons why California is starting to implode from all the politically correct BS.",0,0,0,1,,,,,,,,,,
46142,10680,"You know when you've overcome almost all your virginity, when you see both sex and fucking as just stuffing around, for fun.",0,0,0,0,,,,,,,,,,
46144,10680,"You know when you've overcome almost all your virginity, when you see both sex and fucking as just stuffing around, for fun.",0,0,0,1,,,,,,,,,,
46256,16578,She can't help herself.... She's been brainwashed by the best programmers!,0,0,0,0,,,,,,,,,,
46258,16578,She can't help herself.... She's been brainwashed by the best programmers!,0,0,0,1,,,,,,,,,,
46263,16787,You can't watch playoff hockey without a big ass plate of barbecue! ,0,0,0,0,,,,,,,,,,
46265,16787,You can't watch playoff hockey without a big ass plate of barbecue! ,0,0,0,1,,,,,,,,,,
46273,17423,"They will find a way to fuck it up their good at "" Alternative "" facts. We all call it lies",0,0,0,0,,,,,,,,,,
46275,17423,"They will find a way to fuck it up their good at "" Alternative "" facts. We all call it lies",0,0,0,1,,,,,,,,,,
46298,18844,"But with the Bible, one can renounce actions as unBiblical. But therein lies the Great Whore of Babylon's biggest problem: The Great Whore was openly & murderously against the common folk having the Bible, and she identifies herself by her people's association with her people – by an establishment!  To appeal to the Bible for identity, is to leave Rome.",0,0,0,0,,,,,,,,,,
46300,18844,"But with the Bible, one can renounce actions as unBiblical. But therein lies the Great Whore of Babylon's biggest problem: The Great Whore was openly & murderously against the common folk having the Bible, and she identifies herself by her people's association with her people – by an establishment!  To appeal to the Bible for identity, is to leave Rome.",0,0,0,1,,,,,,,,,,
46340,22255,@Oblivia is this how you help the site if you are bored them just get fucking lost and spare us your winie shit,0,0,0,1,,,,,,,,,,
46341,22255,@Oblivia is this how you help the site if you are bored them just get fucking lost and spare us your winie shit,0,0,0,0,,,,,,,,,,
46352,22651,"April 21, 2018 🚨Gateway Pundit 👉🏻 11 year old 6th grader hit by pickup truck 👉🏻KILLED 👉🏻FUCKED UP anti-gun SCHOOL WALK OUTS 🚨people should SUE the TEACHERS for wrongful death‼️ http://www.thegatewaypundit.com/2018/04/11-year-old-6th-grade-boy-hit-killed-by-vehicle-during-anti-gun-national-school-walkout-in-el-paso/",0,0,0,1,,,,,,,,,,
46353,22651,"April 21, 2018 🚨Gateway Pundit 👉🏻 11 year old 6th grader hit by pickup truck 👉🏻KILLED 👉🏻FUCKED UP anti-gun SCHOOL WALK OUTS 🚨people should SUE the TEACHERS for wrongful death‼️ http://www.thegatewaypundit.com/2018/04/11-year-old-6th-grade-boy-hit-killed-by-vehicle-during-anti-gun-national-school-walkout-in-el-paso/",0,0,0,0,,,,,,,,,,
46385,24145,"Our Ancestors fought for and built this country now that it's pretty awesome, the shit people from all over the world want to come here, pillage, & turn it into the Shithole they left by bringing in their family failures to be America's burden. I don't want to be the new Indians, but that's what Democrats are planning. Think before U vote check their records!",0,0,0,1,,,,,,,,,,
46386,24145,"Our Ancestors fought for and built this country now that it's pretty awesome, the shit people from all over the world want to come here, pillage, & turn it into the Shithole they left by bringing in their family failures to be America's burden. I don't want to be the new Indians, but that's what Democrats are planning. Think before U vote check their records!",0,0,0,0,,,,,,,,,,
46415,25758,Macron gets off the plane and spends a minute chatting with the young boy who hands him welcome flowers. Then gives him a kiss. ,0,0,0,0,,,,,,,,,,
46416,25758,Macron gets off the plane and spends a minute chatting with the young boy who hands him welcome flowers. Then gives him a kiss. ,0,0,0,1,,,,,,,,,,
46568,7897,"Hmmmm.........I'll take this one with a grain/pound of salt, wasn't he the one that said that bush hated black people!",0,0,0,1,,,,,,,,,,
46569,7897,"Hmmmm.........I'll take this one with a grain/pound of salt, wasn't he the one that said that bush hated black people!",0,0,0,0,,,,,,,,,,
46662,12860,Brings whole new meaning to rubbing his nose in it.,0,0,0,1,,,,,,,,,,
46663,12860,Brings whole new meaning to rubbing his nose in it.,0,0,0,0,,,,,,,,,,
46717,17612,"""It's not about the sex itself. It's about the validation. It's about knowing that women want you, and the feeling of self-worth that comes with it."" ~Elliot Rodger, PUAHate.com, 2014/01/27. ",0,0,0,1,,,,,,,,,,
46718,17612,"""It's not about the sex itself. It's about the validation. It's about knowing that women want you, and the feeling of self-worth that comes with it."" ~Elliot Rodger, PUAHate.com, 2014/01/27. ",0,0,0,0,,,,,,,,,,
46751,19877,Just turn the fucking truck around and send it back...why the fuck are they getting a day in court?,0,0,0,1,,,,,,,,,,
46753,19877,Just turn the fucking truck around and send it back...why the fuck are they getting a day in court?,0,0,0,0,,,,,,,,,,
46997,26663,"Lefties love DeNiro. Maybe tell him (or her) (or it) ""Fuck you, you fucking fuck!""",0,0,0,0,,,,,,,,,,
46999,26663,"Lefties love DeNiro. Maybe tell him (or her) (or it) ""Fuck you, you fucking fuck!""",0,0,0,1,,,,,,,,,,
47049,1326,"Yeah, like I said. Strawmen is all you have. Never said I was better than the middle class. I said you are the one who wants to appeal to the middle class. Honestly go watch some game of thrones, then you can relate to the middle class. I care about the working men who don't know how they are going to protect their children when whites become the minority in 10 years.",0,0,0,1,,,,,,,,,,
47050,1326,"Yeah, like I said. Strawmen is all you have. Never said I was better than the middle class. I said you are the one who wants to appeal to the middle class. Honestly go watch some game of thrones, then you can relate to the middle class. I care about the working men who don't know how they are going to protect their children when whites become the minority in 10 years.",0,0,0,0,,,,,,,,,,
47055,1419,Why are you on Gab? We left Twitter to get away from shitposters. You must be a liberal here to be stupid. Go back to twatter,0,0,0,1,,,,,,,,,,
47061,1716,Where's our fuckin wall Trump?,0,0,0,1,,,,,,,,,,
47062,1716,Where's our fuckin wall Trump?,0,0,0,0,,,,,,,,,,
47097,3831,If you learn to love the white man you will go to heaven. ,0,0,0,1,,,,,,,,,,
47098,3831,If you learn to love the white man you will go to heaven. ,0,0,0,0,,,,,,,,,,
47161,6176,"Man shoots, kills carjacking suspect near Millenia mall http://www.orlandosentinel.com/news/breaking-news/os-carjacking-attempt-shooting-millennia-mall-20180422-story.html #2a #2ndAmendment #SelfDefense #ArmedDefense",0,0,0,0,,,,,,,,,,
47162,6176,"Man shoots, kills carjacking suspect near Millenia mall http://www.orlandosentinel.com/news/breaking-news/os-carjacking-attempt-shooting-millennia-mall-20180422-story.html #2a #2ndAmendment #SelfDefense #ArmedDefense",0,0,0,1,,,,,,,,,,
47346,13308,Lol Brah taking the ball out tht mouse fuck school :),0,0,0,0,,,,,,,,,,
47348,13308,Lol Brah taking the ball out tht mouse fuck school :),0,0,0,1,,,,,,,,,,
47385,14926,"not worth the effort.  let them put on big boy/girl britches & deal with their own sh!t (immigration, economic collapse, Russia......)",0,0,0,0,,,,,,,,,,
47387,14926,"not worth the effort.  let them put on big boy/girl britches & deal with their own sh!t (immigration, economic collapse, Russia......)",0,0,0,1,,,,,,,,,,
47397,15269,"Take  break from Jooos and faygets for a minute, find your center so you can hate with more passion ",0,0,0,0,,,,,,,,,,
47399,15269,"Take  break from Jooos and faygets for a minute, find your center so you can hate with more passion ",0,0,0,1,,,,,,,,,,
47669,25629,Maybe they're waking up finally because the Communist Dems are recruiting the illegals now,0,0,0,0,,,,,,,,,,
47671,25629,Maybe they're waking up finally because the Communist Dems are recruiting the illegals now,0,0,0,1,,,,,,,,,,
47716,27430,WW2 Italian Tank....or is it just a jeep with a fucking howlitzer? ,0,0,0,1,,,,,,,,,,
