,text,class
5307,@_ElenaRaquel_ its swag bitch aha,offensive
23660,"bitches be brilliant..haha 
 http://t.co/MHaIphrPbn",offensive
8197,Broner would still knock half u niccas out,offensive
11148,I'd drive me crazy to have to be at that ghetto ass school everyday.,offensive
13265,Niccas be hating on my nicca Jeezy ... #RealTalk,offensive
17520,"RT @TEYANATAYLOR: Me and this bitch may not be the best of friends, but this cover??? #STUNNING! #LoveIt She ate that &#128525;&#128525;&#128525;&#128525;&#128525; http://t.co/N5z&#8230;",offensive
12632,Long hair = pussy any time you want it,offensive
12817,Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... http://t.co/158FCOn7SD,offensive
8751,Disgusting &#8220;@ToneDaGawd: GTFOHHHHH RT &#8220;@hiitaylorblake: Mom just bought me a pet nigger &#128525; http://t.co/xEJ8Yv16MN&#8221;&#8221;,offensive
15292,RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a,offensive
22929,Will you sell that pussy for me ?,offensive
4490,@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;,offensive
18368,RT @__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;,offensive
9528,Got a red ass bitch wid a red ass pussayyy,offensive
11342,I'm not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,offensive
22711,When it start raining bitches always wana get fucked bitch take a nap,offensive
22731,When she's a straight up hoe but doesn't suck dick.,offensive
10324,"I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD",offensive
5763,@corey_emanuel bet.... Pay back is a bitch,offensive
23905,he said it's a black bitch &#128561;&#128552;&#128533;,offensive
2858,@CinWicked Did you just call My Sweet Baboo a ho?!?!,offensive
18988,"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;",offensive
10889,I slam duunkk hoes cuz I can't lay up,offensive
2410,@AlissaWasHeree you trippin bitch &#128533;,offensive
2367,@AbusiveMen You're a fucking pussy,offensive
1513,&#8220;@Sexmatical: these the kids that call you nigger on xbox http://t.co/wGvCepONH8&#8221;,offensive
15173,RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,offensive
3973,@Lurk_God fag,offensive
7466,"A real gangster ass nigga know the play, the real gangster ass niggas gets the flyest of the bitches, ask that gangster ass nigga little J",offensive
7941,"Bang, bitch, you think I'm strange, bitch? It's bananas like a fucking rangatang bitch

#vote5sos
#EMABiggestFans1D",offensive
8384,Carrahs a bitch...,offensive
8218,Bt bitches &amp;&amp; niggahs always had there hand out,offensive
1760,&#8220;@eternalhbic: &#8220;@HalfJewish: Stills get no pussy** http://t.co/6uOWecbUQO&#8221; he's jus being rational&#8221; a fag,offensive
21472,"Thats fucked up give him some pussy RT ""@xomaryjeanxo: Woke up with sex on my mind, I should just play with (cont) http://t.co/GYYeayZrjy",offensive
21961,This bitch had horseradish ponytail today she. dyed her bald head ass hair red and put that bitch in a pony tail smh,offensive
451,"""Get your ass back to Detroit ya fuckin' wigger!""",offensive
17443,"RT @SteveStfler: White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special.",offensive
21010,Soft niggas usually send the hate threw the bitches,offensive
2479,@AriesTheOG cut a bitch,offensive
23002,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards,offensive
10434,I hate a stuck up bitch. Likeeee stfu. You ain't shit special.,offensive
22186,Tigers are fuckin garbage jesus christ...suck a dick ausmus you're just as trash as that sorry ass bullpen,offensive
4668,@Seanability I love her too much. Maybe one of my bitchier birds...,offensive
13947,Pussys only pussy an I get it when I need it,offensive
18196,"RT @YourMajestyV_: You got bitches, and I don't have niggas &#128514; ... I want you.",offensive
7775,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",offensive
1341,&#8220;@JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue throwing it &#128527;,offensive
21909,Thirsty bitches&lt;&lt;&lt;&lt; Not attractive,offensive
16523,RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...,offensive
13073,My mom bitches too much,offensive
15161,"RT @FactsAboutPigs: Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",offensive
1288,"&#8220;@Greg_Jon3s: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up",offensive
14643,RT @ChadMatz: @rachelcoursey @alexamees2 lol they turn down to early bunch a pussies,offensive
16511,RT @MostDope6995: That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up,offensive
18640,RT @bebalizz123: I got all these hoes starin when I walk thru,offensive
20162,"RT @thejudyann: And if you ain't a hoe, get up out my trap houseeee!",offensive
15222,RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you hoes don't know how to count &#9995;&#128530;,offensive
7242,"@vaginafvce 
Fuck her right in the pussy",offensive
18615,RT @badlvck: bitches &lt;,offensive
2525,"@BLHolla Me, too! :-D Dick and pussy is too precious to give up and be ruined by some bullshit that was done to me.",offensive
22313,Two dyked fightin over a bitch lol gtfoh,offensive
14103,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,offensive
11234,I'm at home throwing up taking care of my kid. Yet I'm a hoe? Oh. Oh okay.,offensive
24086,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me,offensive
1933,&#8220;@tricethatruth_: Trap keep me fly that's why I love him &#10084; http://t.co/AleXGC24t4&#8221; ayyyyy you got that hoe at Forever 21 huh? &#128526;,offensive
1300,&#8220;@HighClassCapri: @what_evaittakes lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol,offensive
16419,"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""

--- Vincent Van Gogh",offensive
20232,RT @trillmnded: bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his&#8230;,offensive
8630,Damn rednecks outside shooting guns keep waking my kids up. No sleep for us tonight. Thanks #2A! Work at 8am is going to be so great...,offensive
16677,RT @NoContextAds: Tired of little bitches messing with your plants? Get your own Gangster Gladys http://t.co/LQbU0JG3br,offensive
23069,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.

Studio",offensive
19898,RT @realjonathanp: Bible RT @macktology101: You a hoe if you already got New Years Eve plans,offensive
7865,Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!&#128293;,offensive
9919,How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!,offensive
21855,"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",offensive
2467,@ApevonTarskin WHAT? Smdh another bitch,offensive
17551,RT @TaeFrmUTW: It's UTW over here bitch but a lot of shit be going Down &#128548;&#9994;&#128165;&#128165;&#128165;&#128165;&#128165;&#128299;,offensive
19287,RT @itscoleharmon_: Birth Control should be mandatory for some of you hoes,offensive
24645,watch out for these foul hoes and flagrant niggas!,offensive
34,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,offensive
8696,"Dem hoes more &#128686; &#8220;@LeanandCuisine: This nigga out here fucking retired widows &#8220;@Irsuns: New Race, fuck Black Woman http://t.co/tCSiJi6a0D&#8221;&#8221;",offensive
1874,&#8220;@prettycha305: Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;,offensive
23993,"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it",offensive
16936,RT @Pouyalilpou: this bitch is no help at all http://t.co/Fk5VZaLC54,offensive
3100,@EatMyTattoos that was real nicca shit tho lol,offensive
22365,Ugh like I hate when my momma get to talking all proper like bitch stfu.,offensive
17175,"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T",offensive
6227,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches.",offensive
9864,Hoes will be hoes nd ratchets will be........well u know,offensive
17054,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;",offensive
14554,RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo,offensive
9151,For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh,offensive
4400,@PennyTheGOAT right in the pussy,offensive
16637,"RT @NickBratton3: I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;",offensive
13563,Oh. Wow. Avoiding that bitch.,offensive
1368,"&#8220;@Laneishaaaa: @Thompson_Era pretty boy face&#8221;

Awee thanks faggot",offensive
3246,@Get__Em__Craig I hear ya hoe,offensive
8861,Drop dead gorgeous a bitch ain't dying for a nigga,offensive
14994,RT @Dhoopin32: When my bitches call me daddy &#128553;&#128525;&#128536;,offensive
15070,"RT @DubTheProducer: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" lmaoo",offensive
1737,&#8220;@daaamian_69: &#8220;@tankGonzalez: Stop being such a bitch&#8221;&#8221;,offensive
18240,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356,offensive
13111,My nigga so stiff but his bitch even stiffer &#128175;&#128107;&#128143;&#128074;.... Me that is &#128175;,offensive
18529,RT @alec_myers12: All I want for valentines day is a big booty hoe.,offensive
12593,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash,offensive
21461,That's the kind of bitch I hate fucking with,offensive
7103,@swag_arella and getting pedicures bitching bout their ex and going tanning is something a bitch does,offensive
7453,A nicca ain't do shit all day,offensive
21850,These smoking commercials be blowing me. Like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant,offensive
23996,i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol,offensive
5866,@djfeds yeah bitch did it taste good fucker -.-t,offensive
491,"""I woke up like thi-"" bitch go back to bed",offensive
24158,lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person,offensive
9448,Give us our credit bitch.. We went out there &amp; took that W. http://t.co/m5V4XKG7BY,offensive
9745,He said that bitch look like a praying mantis tho ctfu,offensive
18690,"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",offensive
4107,@Mijo_LGI you're such a bitch,offensive
292,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",offensive
18579,RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl,offensive
7028,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho,offensive
23312,You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE,offensive
21952,This bitch crazy,offensive
19658,"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",offensive
8154,Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot,offensive
24251,neva been a bitch nigga you don't want them problems bro!!,offensive
16703,RT @NotYourRealPapa: #ThingsILikeToDo serenading your bitch,offensive
8408,Chances make champions nicca ain't nothing stopping you!,offensive
12463,"Listening to the Latina women talk about their baby daddy's and""beating bitches asses"" makes being in the sub at 9am worth it...a little bit",offensive
13565,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,offensive
5003,@TinnyTimm taylor wack ass bitch nigga,offensive
5160,@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk,offensive
23807,everybody talking bout hoes fighting I'm lurking on some money&#128181;&#128179;&#128175;,offensive
5169,@WyattNuckels @grizzboadams bitch I want it all,offensive
20592,"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u",offensive
2085,"' Nah I ain't no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .",offensive
23552,all i wanted was a hundred million dollars and a bad bitch,offensive
15231,RT @FreeFaceRidess: Niggas be waiting for these light skin bitches to respond to a DM like ... http://t.co/LZLuNyh5Xo,offensive
23711,change the pussy into a fire hydrant &#128167;,offensive
4558,@RobinColdiron those god damn bitches smh run away!!!,offensive
19755,"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV",offensive
11537,"If anything I've ever said has offended you, that's a YOU problem not a me problem. Don't be such a little bitch.",offensive
2395,@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me,offensive
24496,that hoe aint there anymore,offensive
18632,RT @bayleebork: @rahshauna keep your avi hoe,offensive
5444,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch",offensive
13301,"Nigga, this bitch is scaring me. Pass me the blunt &#128514;&#128514;",offensive
19501,RT @leandr321: I'm one of those faggots who hates the word mines,offensive
1926,"&#8220;@thekiddfranky: I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol&#8221; wth &#128557;&#128557;&#128557;",offensive
5508,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",offensive
12398,Life is a bitch.... but I appreciate her mayne.,offensive
22606,What is up my twitta niccas!,offensive
4934,@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet,offensive
5330,@_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.,offensive
3457,@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch,offensive
18272,RT @_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self,offensive
18345,RT @_TatyanaShells: he like me even more cuz he know I gotta bitch,offensive
21631,"The way a Klansman would say ""nigger slave"" is the way the @GOP says ""Conservative"". They @GOP literally sees conservatives as their slaves.",offensive
3651,@JerGucci she can suck dick tho that's better than brownies,offensive
18041,"RT @WeAreGirICodes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/LmpA15kAiZ",offensive
15246,RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3,offensive
23710,"cause all my life I was told and taught I am not shit by you wack fucking giant sacks of lying dog shit, now you shut up bitch.",offensive
7439,A hunned hunneds nicca #LetsGetIt,offensive
24382,"ray Allen like, ""MAN!! that's some goddamn motherfucking cunt ass bullshit!!!"" cus it is",offensive
20943,"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow @217Emmanuel",offensive
21233,Surprise bitch &#128526;,offensive
21613,The same bitches telling you to let it go are the same ones that would go in and grab it right after you.&#128175;&#128079;,offensive
17692,"RT @TheOneMiss_Luu: ""@ryrystine: Aye everyone buy some bombass brownies tomorrow from my wigga @JacklynAnnn"" They don't contain marijuana b&#8230;",offensive
12608,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson,offensive
19652,RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh,offensive
19888,RT @randypop84: U bitches ain't paying my bills......so FUCK YOU,offensive
10517,"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu",offensive
9184,Free lee bitch 1&#8419;3&#8419;1&#8419; 4L,offensive
22854,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby,offensive
8448,"Cheating isnt about good women and hoes.. Simply about an alternate nut.. RT @whoelsebutkey: Niggas cheat on good women everyday, B.",offensive
5767,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,offensive
2573,@BeenBasedB do this nigga think he mick foley ?,offensive
11923,It's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.,offensive
541,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.",offensive
18802,"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible.",offensive
19109,"RT @hollisbiggs: based on my Starbucks drink choices, I admit that I am in fact a basic bitch.",offensive
7729,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man",offensive
9160,For some reason I always assume guys who act like that in trucks have tiny dicks HAHA #fag,offensive
12436,Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup,offensive
23173,Yo bitch LOOKIN like she wana fuck summn,offensive
12990,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50""",offensive
6399,@kieffer_jason @C_janacek07 nigga stop being a bitch and come to the high school You already said yes,offensive
3622,"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater",offensive
8096,Bitches with kids are retarded,offensive
22566,"Well now that I'm basically gone full retard, lets get blasted",offensive
3849,"@KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada",offensive
7369,@youknowmaxwell @CiscoAllDay name that hoe (I'm 6'1) on my license tho,offensive
7530,Ain't nothing funnier then watching a woman try to hide her inner hoe &#128514;&#128514;&#128514; know she like to get hit from the back and have a finger...nvm,offensive
17381,"RT @Soy_Brent: steal a nigga's bitch, don't steal a nigga's tweets.",offensive
7433,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;",offensive
9368,Gabby is back bitches step aside,offensive
17992,RT @VillageBae: Don't block me because you think a post is about you...just ask me. Like a boss. You employee ass bitch.,offensive
10970,I think its funny how hoes talk bout being faithful.,offensive
6755,@neeishaaa one thing about it baby I will NEVER Call a bitch phone bout a nigga. Ion know what app somebody playing with but it AINT ME,offensive
23627,bitch goin downnnn hillllll,offensive
10146,I can't with this disrespect ass bitches,offensive
17690,RT @TheNudesGod: Real nigga rules: If u drop the blunt u gotta pass that bitch. U don't even get to hit it,offensive
14082,RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV,offensive
447,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",offensive
10095,I can guarantee that 9 out of 10 of y'all's bitches follow me.,offensive
7538,Ain't this a bitch,offensive
12564,Lmfaooooo RT @miavenise: Can't trust a bitch that don't smile with her teeth.,offensive
4875,@TexasKid1980 @Eric_Mariners @elchavaloko lol naw that bitch was just a sociopath,offensive
9896,"Horse racing, bitch.",offensive
1271,&#8220;@G_Anderson4: I'm Dre's a bitch tho&#8221; &#128527;,offensive
18202,RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1,offensive
166,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",offensive
21999,This bitch really has no filter &#128528;,offensive
1401,&#8220;@Magssca: @Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;,offensive
7670,Almost done with this bitch ass room ....,offensive
802,#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,offensive
22844,Why all the bitches fake gay now?,offensive
18712,RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,offensive
18065,RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,offensive
6440,@kieffer_jason bitch that says traffic stop bitch stop making excuses,offensive
15583,RT @IamCache_: Nun but bad bitches link up tonight #MansionElan finna go crazy,offensive
17111,RT @RipTre96: I ain't entertaining nomore dumb bitches,offensive
9888,Hope y'all kno wen u eat pussy u one inch away from death.,offensive
23866,got ah tight schedule... fuck ur bitch just met her!!!,offensive
21059,"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows",offensive
23666,bitches been thotting so long when they get exposed to something decent they get overwhelmed,offensive
12014,Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL,offensive
5318,@_KaeeJones the bird gone run from your ass,offensive
21351,That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;,offensive
12402,Life's a bitch &amp; then you die,offensive
1011,&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,offensive
12597,Lol bitch you think you're classy? THE FUCK EVER,offensive
22344,U of A hoes w/ the booties hangin out,offensive
2561,@BarneyFranken @jennykutner @Salon salon is is chuck full of butthurt liberal retards,offensive
12313,Last night this bitch was talking bout she wanna smoke &amp; go to wingstop. &amp; I was the 1st person she thought about.. Who paying for all this?,offensive
2248,3-0-0 bitches fuck wid me,offensive
3942,@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber bitch slap for sure!,offensive
15843,"RT @JoeCool_TVC: You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out.",offensive
15248,"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up.",offensive
4988,"@ThequeenSOxILL I'd rather ask yours, is she a nappy headed hoe too? And is your grandma as well? I'd be ashamed to be in your family.",offensive
21425,That pussy fat whatchu feeding it?,offensive
19170,RT @iFollowLesbians: Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....,offensive
11815,Inde jus got me all hype at work!! I knew my bitch Candace ain't die,offensive
1426,"&#8220;@MosoKnowso: If a photographer doesn't have a back story on how he started, he did it for pussy #believethat&#8221; #CANTKNOCKTHAHUSSLE",offensive
2284,99 problems but a bitch ain't 1,offensive
23414,You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;,offensive
11761,Im the niggah she really wanna ride wit,offensive
14537,RT @BudapecanShellz: This bitch needs to be ray rice'd http://t.co/tX51aFhDDF,offensive
14936,RT @DarlinCory: Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!,offensive
10656,I like a hoe that like a hoe just for my amusement,offensive
12081,John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.,offensive
11427,I'm up bored denna bitch,offensive
2835,@Chefboyrnach Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:,offensive
10039,I be chillin wit the bitches cuz a lotta niccas fake,offensive
17433,"RT @SteveStfler: ""Smoking weed is so unattractive"" 

Haha I was trying to get high bitch I'm not trying to turn you on.",offensive
16264,RT @LonnieDukes: CHILL!!!! RT @Marcus_Supreme: Tweet you don't like bitches wit short hair ya mentions gon be full of this http://t.co/HaK&#8230;,offensive
20010,RT @shikeattike: Pussy niggas don't get no pussy nigga,offensive
7167,"@thereallisaann @MichaelDelZotto HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl",offensive
17618,RT @ThatSlutAdrian: @WaldoKillz3 Lol someone fucking yo bitch?,offensive
18491,RT @_shorrtstop: If you still put your pride in front of your feelings .. Then yes bitch your still childish,offensive
9725,He don't even follow his bitch &#128514;,offensive
19436,"RT @kiaspeaks: Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;",offensive
21820,These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,offensive
3482,@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,offensive
21602,The power of Christ compels you to pop that pussy.,offensive
16235,"RT @Lipe_the_Great: That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&#8230;",offensive
8264,But why did this bitch just follow me...don't even like u @_graceexo,offensive
8811,Don't make me make you fall in love with a bitch* like me,offensive
5820,"@davidly62793584 hahahaha, aw nut... We should try and capture that cunt",offensive
1547,"&#8220;@Taggs0967: @NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up",offensive
6300,@jtrimbl3 For real. Lil bitch.,offensive
19444,RT @king_daddy001: That bitch got a red COOTCHEE rover and shit &#128514;&#128514;&#128514;&#128514;&#128514; @erykahminor_,offensive
15042,RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;,offensive
15097,RT @EatThePeas: I hate myself for bein so nice to these hoes bro. ..,offensive
4011,@MadeMyselfHER eeeeeeeee you got the hoes,offensive
10996,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch",offensive
10482,"I hate tht hoe I make it SO hard just to talk, dont I? I get off topic, Dont I??
 I get it poppin, Dont I? I'll end up stoppin, Wont I?",offensive
13687,Only the family in my eyes n bitch they rite heree,offensive
13273,Nick Cannon movie.. &#171;@arigold_88 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&#187;,offensive
726,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK",offensive
18495,RT @_tenijieth: I believe there's a hood in heaven cause the devil gots a bad bitch.,offensive
19371,RT @john_nesby: &#128514;&#128514;&#128514; I know who Chubb talkin bout lmao definitely not my hoe,offensive
11474,Idk how I have friends I'm so blunt and sarcastic people probably think I'm a raging bitch.,offensive
14619,"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",offensive
3543,@IvetteBrianna_ fag,offensive
11597,If u expect me to stop playin with niggas But u playin widd bitches I can't deal,offensive
6811,@p_jones2 this hoe got some issues!,offensive
10108,I can turn a hoe into a housewife. Cause i know how to love. Thats all their missing.,offensive
15888,RT @JustAn0th3r: It ain't nuttin to cut that bitch off.,offensive
16466,RT @MikeyGotSteeze: Fvck friends &amp; fvck hoes,offensive
182,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",offensive
10305,I flipped dat pacc said fucc a bitch n went and did it again,offensive
23155,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?,offensive
7720,And I'm steady tellin dis bitch gtfo my face,offensive
9741,He said bitch boy &#128514;,offensive
5233,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu,offensive
8398,"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE!"" &#128514;&#128557;&#128514;OMG I hate her",offensive
4026,@Marco_SharkHoes hoe I'm at work til like 8,offensive
8478,Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,offensive
17670,"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina.",offensive
14659,"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero",offensive
6342,@karlamorenoo niggah you dont know me! Lol you dont know my life aha,offensive
19851,RT @popitfor_tyrick: Tbh I left all my hoes alone &#128080;,offensive
